length, sentence, chapter, ranking
42, They are not addressed to any one  they are merely  overheard  if heard at all  as the bark of a dog  the sound of  approaching footsteps  or the rustling of the wind is heard,1
45, If they  convey certain ideas to the hearer  it is only in the very general sense  in which any and every sound or even any phenomenon in our environment  may be said to convey an idea to the perceiving mind,1
14, If the involuntary  cry of pain which is conventionally represented by "Oh,1
50," be looked upon  as a true speech symbol equivalent to some such idea as "I am in great  pain " it is just as allowable to interpret the appearance of clouds as  an equivalent symbol that carries the definite message "It is likely to  rain,1
23," A definition of language  however  that is so extended as to  cover every type of inference becomes utterly meaningless,1
18,    The mistake must not be made of identifying our conventional  interjections (our oh,1
3, and ah,1
3, and sh,1
7,) with the instinctive cries  themselves,1
12, These interjections are merely conventional fixations of the  natural sounds,1
20, They therefore differ widely in various languages in  accordance with the specific phonetic genius of each of these,1
72, As such  they may be considered an integral portion of speech  in the properly  cultural sense of the term  being no more identical with the instinctive  cries themselves than such words as "cuckoo" and "kill-deer" are  identical with the cries of the birds they denote or than Rossini's  treatment of a storm in the overture to "William Tell" is in fact a  storm,1
34, In other words  the interjections and sound-imitative words of  normal speech are related to their natural prototypes as is art  a  purely social or cultural thing  to nature,1
47, It may be objected that   though the interjections differ somewhat as we pass from language to  language  they do nevertheless offer striking family resemblances and  may therefore be looked upon as having grown up out of a common  instinctive base,1
21, But their case is nowise different from that  say  of  the varying national modes of pictorial representation,1
25, A Japanese  picture of a hill both differs from and resembles a typical modern  European painting of the same kind of hill,1
13, Both are suggested by and  both "imitate" the same natural feature,1
30, Neither the one nor the other  is the same thing as  or  in any intelligible sense  a direct outgrowth  of  this natural feature,1
25, The two modes of representation are not  identical because they proceed from differing historical traditions  are  executed with differing pictorial techniques,1
34, The interjections of  Japanese and English are  just so  suggested by a common natural  prototype  the instinctive cries  and are thus unavoidably suggestive of  each other,1
40, They differ  now greatly  now but little  because they are  builded out of historically diverse materials or techniques  the  respective linguistic traditions  phonetic systems  speech habits of the  two peoples,1
48, Yet the instinctive cries as such are practically identical  for all humanity  just as the human skeleton or nervous system is to all  intents and purposes a "fixed " that is  an only slightly and  "accidentally" variable  feature of man's organism,1
13,    Interjections are among the least important of speech elements,1
36, Their  discussion is valuable mainly because it can be shown that even they   avowedly the nearest of all language sounds to instinctive utterance   are only superficially of an instinctive nature,1
41, Were it therefore  possible to demonstrate that the whole of language is traceable  in its  ultimate historical and psychological foundations  to the interjections   it would still not follow that language is an instinctive activity,1
23, But   as a matter of fact  all attempts so to explain the origin of speech  have been fruitless,1
31, There is no tangible evidence  historical or  otherwise  tending to show that the mass of speech elements and speech  processes has evolved out of the interjections,1
50, These are a very small  and functionally insignificant proportion of the vocabulary of language   at no time and in no linguistic province that we have record of do we  see a noticeable tendency towards their elaboration into the primary  warp and woof of language,1
20, They are never more  at best  than a  decorative edging to the ample  complex fabric,1
19,    What applies to the interjections applies with even greater force to the  sound-imitative words,1
26, Such words as "whippoorwill " "to mew " "to caw"  are in no sense natural sounds that man has instinctively or  automatically reproduced,1
24, They are just as truly creations of the human  mind  flights of the human fancy  as anything else in language,1
21, They do  not directly grow out of nature  they are suggested by it and play with  it,1
49, Hence the onomatopoetic theory of the origin of speech  the theory  that would explain all speech as a gradual evolution from sounds of an  imitative character  really brings us no nearer to the instinctive level  than is language as we know it to-day,1
17, As to the theory itself  it is  scarcely more credible than its interjectional counterpart,1
43, It is true  that a number of words which we do not now feel to have a  sound-imitative value can be shown to have once had a phonetic form that  strongly suggests their origin as imitations of natural sounds,1
9, Such is  the English word "to laugh,1
49," For all that  it is quite impossible to  show  nor does it seem intrinsically reasonable to suppose  that more  than a negligible proportion of the elements of speech or anything at  all of its formal apparatus is derivable from an onomatopoetic source,1
49,  However much we may be disposed on general principles to assign a  fundamental importance in the languages of primitive peoples to the  imitation of natural sounds  the actual fact of the matter is that these  languages show no particular preference for imitative words,1
49, Among the  most primitive peoples of aboriginal America  the Athabaskan tribes of  the Mackenzie River speak languages in which such words seem to be  nearly or entirely absent  while they are used freely enough in  languages as sophisticated as English and German,1
22, Such an instance shows  how little the essential nature of speech is concerned with the mere  imitation of things,1
15,    The way is now cleared for a serviceable definition of language,1
29,  Language is a purely human and non-instinctive method of communicating  ideas  emotions  and desires by means of a system of voluntarily  produced symbols,1
22, These symbols are  in the first instance  auditory and  they are produced by the so-called "organs of speech,1
59," There is no  discernible instinctive basis in human speech as such  however much  instinctive expressions and the natural environment may serve as a  stimulus for the development of certain elements of speech  however much  instinctive tendencies  motor and other  may give a predetermined range  or mold to linguistic expression,1
35, Such human or animal communication  if  "communication" it may be called  as is brought about by involuntary   instinctive cries is not  in our sense  language at all,1
40,    I have just referred to the "organs of speech " and it would seem at  first blush that this is tantamount to an admission that speech itself  is an instinctive  biologically predetermined activity,1
11, We must not be  misled by the mere term,1
28, There are  properly speaking  no organs of  speech  there are only organs that are incidentally useful in the  production of speech sounds,1
65, The lungs  the larynx  the palate  the  nose  the tongue  the teeth  and the lips  are all so utilized  but they  are no more to be thought of as primary organs of speech than are the  fingers to be considered as essentially organs of piano-playing or the  knees as organs of prayer,1
22, Speech is not a simple activity that is  carried on by one or more organs biologically adapted to the purpose,1
37, It  is an extremely complex and ever-shifting network of adjustments in the  brain  in the nervous system  and in the articulating and auditory  organs tending towards the desired end of communication,1
48, The lungs  developed  roughly speaking  in connection with the necessary  biological function known as breathing  the nose  as an organ of smell   the teeth  as organs useful in breaking up food before it was ready for  digestion,1
48, If  then  these and other organs are being constantly  utilized in speech  it is only because any organ  once existent and in  so far as it is subject to voluntary control  can be utilized by man for  secondary purposes,1
22, Physiologically  speech is an overlaid function  or   to be more precise  a group of overlaid functions,1
34, It gets what service  it can out of organs and functions  nervous and muscular  that have come  into being and are maintained for very different ends than its own,1
20,    It is true that physiological psychologists speak of the localization of  speech in the brain,1
102, This can only mean that the sounds of speech are  localized in the auditory tract of the brain  or in some circumscribed  portion of it  precisely as other classes of sounds are localized  and  that the motor processes involved in speech (such as the movements of  the glottal cords in the larynx  the movements of the tongue required to  pronounce the vowels  lip movements required to articulate certain  consonants  and numerous others) are localized in the motor tract  precisely as are all other impulses to special motor activities,1
27, In the  same way control is lodged in the visual tract of the brain over all  those processes of visual recognition involved in reading,1
79, Naturally the  particular points or clusters of points of localization in the several  tracts that refer to any element of language are connected in the brain  by paths of association  so that the outward  or psycho-physical  aspect  of language  is of a vast network of associated localizations in the  brain and lower nervous tracts  the auditory localizations being without  doubt the most fundamental of all for speech,1
40, However  a speechsound  localized in the brain  even when associated with the particular  movements of the "speech organs" that are required to produce it  is  very far from being an element of language,1
42, It must be further  associated with some element or group of elements of experience  say a  visual image or a class of visual images or a feeling of relation   before it has even rudimentary linguistic significance,1
61, This "element"  of experience is the content or "meaning" of the linguistic unit  the  associated auditory  motor  and other cerebral processes that lie  immediately back of the act of speaking and the act of hearing speech  are merely a complicated symbol of or signal for these "meanings " of  which more anon,1
65, We see therefore at once that language as such is not  and cannot be definitely localized  for it consists of a peculiar  symbolic relation physiologically an arbitrary one between all  possible elements of consciousness on the one hand and certain selected  elements localized in the auditory  motor  and other cerebral and  nervous tracts on the other,1
48, If language can be said to be definitely  "localized" in the brain  it is only in that general and rather useless  sense in which all aspects of consciousness  all human interest and  activity  may be said to be "in the brain,1
25," Hence  we have no recourse  but to accept language as a fully formed functional system within man's  psychic or "spiritual" constitution,1
28, We cannot define it as an entity in  psycho-physical terms alone  however much the psycho-physical basis is  essential to its functioning in the individual,1
39,    From the physiologist's or psychologist's point of view we may seem to  be making an unwarrantable abstraction in desiring to handle the subject  of speech without constant and explicit reference to that basis,1
9,  However  such an abstraction is justifiable,1
62, We can profitably discuss  the intention  the form  and the history of speech  precisely as we  discuss the nature of any other phase of human culture say art or  religion as an institutional or cultural entity  leaving the organic  and psychological mechanisms back of it as something to be taken for  granted,1
33, Accordingly  it must be clearly understood that this  introduction to the study of speech is not concerned with those aspects  of physiology and of physiological psychology that underlie speech,1
47, Our  study of language is not to be one of the genesis and operation of a  concrete mechanism  it is  rather  to be an inquiry into the function  and form of the arbitrary systems of symbolism that we term languages,1
39,    I have already pointed out that the essence of language consists in the  assigning of conventional  voluntarily articulated  sounds  or of their  equivalents  to the diverse elements of experience,1
114, The word "house" is  not a linguistic fact if by it is meant merely the acoustic effect  produced on the ear by its constituent consonants and vowels  pronounced  in a certain order  nor the motor processes and tactile feelings which  make up the articulation of the word  nor the visual perception on the  part of the hearer of this articulation  nor the visual perception of  the word "house" on the written or printed page  nor the motor processes  and tactile feelings which enter into the writing of the word  nor the  memory of any or all of these experiences,1
45, It is only when these  and  possibly still other  associated experiences are automatically  associated with the image of a house that they begin to take on the  nature of a symbol  a word  an element of language,1
13, But the mere fact of  such an association is not enough,1
43, One might have heard a particular  word spoken in an individual house under such impressive circumstances  that neither the word nor the image of the house ever recur in  consciousness without the other becoming present at the same time,1
10, This  type of association does not constitute speech,1
52, The association must be  a purely symbolic one  in other words  the word must denote  tag off   the image  must have no other significance than to serve as a counter to  refer to it whenever it is necessary or convenient to do so,1
26, Such an  association  voluntary and  in a sense  arbitrary as it is  demands a  considerable exercise of self-conscious attention,1
25, At least to begin  with  for habit soon makes the association nearly as automatic as any  and more rapid than most,1
12,    But we have traveled a little too fast,1
71, Were the symbol "house" whether  an auditory  motor  or visual experience or image attached but to the  single image of a particular house once seen  it might perhaps  by an  indulgent criticism  be termed an element of speech  yet it is obvious  at the outset that speech so constituted would have little or no value  for purposes of communication,1
43, The world of our experiences must be  enormously simplified and generalized before it is possible to make a  symbolic inventory of all our experiences of things and relations  and  this inventory is imperative before we can convey ideas,1
36, The elements of  language  the symbols that ticket off experience  must therefore be  associated with whole groups  delimited classes  of experience rather  than with the single experiences themselves,1
25, Only so is communication  possible  for the single experience lodges in an individual  consciousness and is  strictly speaking  incommunicable,1
24, To be  communicated it needs to be referred to a class which is tacitly  accepted by the community as an identity,1
26, Thus  the single impression  which I have had of a particular house must be identified with all my  other impressions of it,1
33, Further  my generalized memory or my "notion"  of this house must be merged with the notions that all other individuals  who have seen the house have formed of it,1
37, The particular experience  that we started with has now been widened so as to embrace all possible  impressions or images that sentient beings have formed or may form of  the house in question,1
32, This first simplification of experience is at the  bottom of a large number of elements of speech  the so-called proper  nouns or names of single individuals or objects,1
25, It is  essentially  the  type of simplification which underlies  or forms the crude subject of   history and art,1
17, But we cannot be content with this measure of reduction  of the infinity of experience,1
40, We must cut to the bone of things  we  must more or less arbitrarily throw whole masses of experience together  as similar enough to warrant their being looked upon mistakenly  but  conveniently as identical,1
43, This house and that house and thousands of  other phenomena of like character are thought of as having enough in  common  in spite of great and obvious differences of detail  to be  classed under the same heading,1
67, In other words  the speech element  "house" is the symbol  first and foremost  not of a single perception   nor even of the notion of a particular object  but of a "concept " in  other words  of a convenient capsule of thought that embraces thousands  of distinct experiences and that is ready to take in thousands more,1
37, If  the single significant elements of speech are the symbols of concepts   the actual flow of speech may be interpreted as a record of the setting  of these concepts into mutual relations,1
35,    The question has often been raised whether thought is possible without  speech  further  if speech and thought be not but two facets of the same  psychic process,1
17, The question is all the more difficult because it has  been hedged about by misunderstandings,1
36, In the first place  it is well  to observe that whether or not thought necessitates symbolism  that is  speech  the flow of language itself is not always indicative of thought,1
13,  We have seen that the typical linguistic element labels a concept,1
23, It  does not follow from this that the use to which language is put is  always or even mainly conceptual,1
23, We are not in ordinary life so much  concerned with concepts as such as with concrete particularities and  specific relations,1
54, When I say  for instance  "I had a good breakfast  this morning " it is clear that I am not in the throes of laborious  thought  that what I have to transmit is hardly more than a pleasurable  memory symbolically rendered in the grooves of habitual expression,1
31, Each  element in the sentence defines a separate concept or conceptual  relation or both combined  but the sentence as a whole has no conceptual  significance whatever,1
28, It is somewhat as though a dynamo capable of  generating enough power to run an elevator were operated almost  exclusively to feed an electric door-bell,1
12, The parallel is more  suggestive than at first sight appears,1
18, Language may be looked upon as  an instrument capable of running a gamut of psychic uses,1
60, Its flow not  only parallels that of the inner content of consciousness  but parallels  it on different levels  ranging from the state of mind that is dominated  by particular images to that in which abstract concepts and their  relations are alone at the focus of attention and which is ordinarily  termed reasoning,1
47, Thus the outward form only of language is constant   its inner meaning  its psychic value or intensity  varies freely with  attention or the selective interest of the mind  also  needless to say   with the mind's general development,1
51, From the point of view of  language  thought may be defined as the highest latent or potential  content of speech  the content that is obtained by interpreting each of  the elements in the flow of language as possessed of its very fullest  conceptual value,1
16, From this it follows at once that language and thought  are not strictly coterminous,1
25, At best language can but be the outward  facet of thought on the highest  most generalized  level of symbolic  expression,1
15, To put our viewpoint somewhat differently  language is  primarily a pre-rational function,1
50, It humbly works up to the thought  that is latent in  that may eventually be read into  its classifications  and its forms  it is not  as is generally but na 'efvely assumed  the final  label put upon  the finished thought,1
32,    Most people  asked if they can think without speech  would probably  answer  "Yes  but it is not easy for me to do so,1
9, Still I know it can be  done,1
6," Language is but a garment,1
18, But what if language is not so much a  garment as a prepared road or groove,1
39, It is  indeed  in the highest  degree likely that language is an instrument originally put to uses  lower than the conceptual plane and that thought arises as a refined  interpretation of its content,1
46, The product grows  in other words  with  the instrument  and thought may be no more conceivable  in its genesis  and daily practice  without speech than is mathematical reasoning  practicable without the lever of an appropriate mathematical symbolism,1
48,  No one believes that even the most difficult mathematical proposition is  inherently dependent on an arbitrary set of symbols  but it is  impossible to suppose that the human mind is capable of arriving at or  holding such a proposition without the symbolism,1
35, The writer  for one   is strongly of the opinion that the feeling entertained by so many that  they can think  or even reason  without language is an illusion,1
13, The  illusion seems to be due to a number of factors,1
15, The simplest of these  is the failure to distinguish between imagery and thought,1
35, As a matter  of fact  no sooner do we try to put an image into conscious relation  with another than we find ourselves slipping into a silent flow of  words,1
33, Thought may be a natural domain apart from the artificial one of  speech  but speech would seem to be the only road we know of that leads  to it,1
35, A still more fruitful source of the illusive feeling that  language may be dispensed with in thought is the common failure to  realize that language is not identical with its auditory symbolism,1
83, The  auditory symbolism may be replaced  point for point  by a motor or by a  visual symbolism (many people can read  for instance  in a purely visual  sense  that is  without the intermediating link of an inner flow of the  auditory images that correspond to the printed or written words) or by  still other  more subtle and elusive  types of transfer that are not so  easy to define,1
31, Hence the contention that one thinks without language  merely because he is not aware of a coexisting auditory imagery is very  far indeed from being a valid one,1
62, One may go so far as to suspect that  the symbolic expression of thought may in some cases run along outside  the fringe of the conscious mind  so that the feeling of a free   nonlinguistic stream of thought is for minds of a certain type a  relatively  but only a relatively  justified one,1
57, Psycho-physically   this would mean that the auditory or equivalent visual or motor centers  in the brain  together with the appropriate paths of association  that  are the cerebral equivalent of speech  are touched off so lightly during  the process of thought as not to rise into consciousness at all,1
29, This  would be a limiting case thought riding lightly on the submerged crests  of speech  instead of jogging along with it  hand in hand,1
19, The modern  psychology has shown us how powerfully symbolism is at work in the  unconscious mind,1
38, It is therefore easier to understand at the present  time than it would have been twenty years ago that the most rarefied  thought may be but the conscious counterpart of an unconscious  linguistic symbolism,1
15,    One word more as to the relation between language and thought,1
36, The point  of view that we have developed does not by any means preclude the  possibility of the growth of speech being in a high degree dependent on  the development of thought,1
56, We may assume that language arose  pre-rationally just how and on what precise level of mental activity we  do not know but we must not imagine that a highly developed system of  speech symbols worked itself out before the genesis of distinct concepts  and of thinking  the handling of concepts,1
53, We must rather imagine that  thought processes set in  as a kind of psychic overflow  almost at the  beginning of linguistic expression  further  that the concept  once  defined  necessarily reacted on the life of its linguistic symbol   encouraging further linguistic growth,1
21, We see this complex process of  the interaction of language and thought actually taking place under our  eyes,1
14, The instrument makes possible the product  the product refines the  instrument,1
45, The birth of a new concept is invariably foreshadowed by a  more or less strained or extended use of old linguistic material  the  concept does not attain to individual and independent life until it has  found a distinctive linguistic embodiment,1
28, In most cases the new symbol  is but a thing wrought from linguistic material already in existence in  ways mapped out by crushingly despotic precedents,1
32, As soon as the word  is at hand  we instinctively feel  with something of a sigh of relief   that the concept is ours for the handling,1
26, Not until we own the symbol  do we feel that we hold a key to the immediate knowledge or  understanding of the concept,1
27, Would we be so ready to die for "liberty "  to struggle for "ideals " if the words themselves were not ringing  within us,1
22, And the word  as we know  is not only a key  it may also be a  fetter,1
12,    Language is primarily an auditory system of symbols,1
29, In so far as it is  articulated it is also a motor system  but the motor aspect of speech is  clearly secondary to the auditory,1
33, In normal individuals the impulse to  speech first takes effect in the sphere of auditory imagery and is then  transmitted to the motor nerves that control the organs of speech,1
23, The  motor processes and the accompanying motor feelings are not  however   the end  the final resting point,1
19, They are merely a means and a control  leading to auditory perception in both speaker and hearer,1
39,  Communication  which is the very object of speech  is successfully  effected only when the hearer's auditory perceptions are translated into  the appropriate and intended flow of imagery or thought or both  combined,1
31, Hence the cycle of speech  in so far as we may look upon it as  a purely external instrument  begins and ends in the realm of sounds,1
29,  The concordance between the initial auditory imagery and the final  auditory perceptions is the social seal or warrant of the successful  issue of the process,1
32, As we have already seen  the typical course of  this process may undergo endless modifications or transfers into  equivalent systems without thereby losing its essential formal  characteristics,1
21,    The most important of these modifications is the abbreviation of the  speech process involved in thinking,1
20, This has doubtless many forms   according to the structural or functional peculiarities of the  individual mind,1
17, The least modified form is that known as "talking to  one's self" or "thinking aloud,1
24," Here the speaker and the hearer are  identified in a single person  who may be said to communicate with  himself,1
21, More significant is the still further abbreviated form in which  the sounds of speech are not articulated at all,1
15, To this belong all the  varieties of silent speech and of normal thinking,1
85, The auditory centers  alone may be excited  or the impulse to linguistic expression may be  communicated as well to the motor nerves that communicate with the  organs of speech but be inhibited either in the muscles of these organs  or at some point in the motor nerves themselves  or  possibly  the  auditory centers may be only slightly  if at all  affected  the speech  process manifesting itself directly in the motor sphere,1
10, There must be  still other types of abbreviation,1
52, How common is the excitation of the  motor nerves in silent speech  in which no audible or visible  articulations result  is shown by the frequent experience of fatigue in  the speech organs  particularly in the larynx  after unusually  stimulating reading or intensive thinking,1
21,    All the modifications so far considered are directly patterned on the  typical process of normal speech,1
32, Of very great interest and importance  is the possibility of transferring the whole system of speech symbolism  into other terms than those that are involved in the typical process,1
24,  This process  as we have seen  is a matter of sounds and of movements  intended to produce these sounds,1
11, The sense of vision is not brought  into play,1
28, But let us suppose that one not only hears the articulated  sounds but sees the articulations themselves as they are being executed  by the speaker,1
57, Clearly  if one can only gain a sufficiently high degree  of adroitness in perceiving these movements of the speech organs  the  way is opened for a new type of speech symbolism that in which the  sound is replaced by the visual image of the articulations that  correspond to the sound,1
45, This sort of system has no great value for most  of us because we are already possessed of the auditory-motor system of  which it is at best but an imperfect translation  not all the  articulations being visible to the eye,1
27, However  it is well known what  excellent use deaf-mutes can make of "reading from the lips" as a  subsidiary method of apprehending speech,1
55, The most important of all  visual speech symbolisms is  of course  that of the written or printed  word  to which  on the motor side  corresponds the system of delicately  adjusted movements which result in the writing or typewriting or other  graphic method of recording speech,1
60, The significant feature for our  recognition in these new types of symbolism  apart from the fact that  they are no longer a by-product of normal speech itself  is that each  element (letter or written word) in the system corresponds to a specific  element (sound or sound-group or spoken word) in the primary system,1
21,  Written language is thus a point-to-point equivalence  to borrow a  mathematical phrase  to its spoken counterpart,1
57, The written forms are  secondary symbols of the spoken ones symbols of symbols yet so close  is the correspondence that they may  not only in theory but in the  actual practice of certain eye-readers and  possibly  in certain types  of thinking  be entirely substituted for the spoken ones,1
24, Yet the  auditory-motor associations are probably always latent at the least   that is  they are unconsciously brought into play,1
25, Even those who read  and think without the slightest use of sound imagery are  at last  analysis  dependent on it,1
32, They are merely handling the circulating  medium  the money  of visual symbols as a convenient substitute for the  economic goods and services of the fundamental auditory symbols,1
12,    The possibilities of linguistic transfer are practically unlimited,1
32, A  familiar example is the Morse telegraph code  in which the letters of  written speech are represented by a conventionally fixed sequence of  longer or shorter ticks,1
20, Here the transfer takes place from the written  word rather than directly from the sounds of spoken speech,1
18, The letter  of the telegraph code is thus a symbol of a symbol of a symbol,1
55, It does  not  of course  in the least follow that the skilled operator  in order  to arrive at an understanding of a telegraphic message  needs to  transpose the individual sequence of ticks into a visual image of the  word before he experiences its normal auditory image,1
20, The precise method  of reading off speech from the telegraphic communication undoubtedly  varies widely with the individual,1
77, It is even conceivable  if not  exactly likely  that certain operators may have learned to think  directly  so far as the purely conscious part of the process of thought  is concerned  in terms of the tick-auditory symbolism or  if they happen  to have a strong natural bent toward motor symbolism  in terms of the  correlated tactile-motor symbolism developed in the sending of  telegraphic messages,1
51,    Still another interesting group of transfers are the different gesture  languages  developed for the use of deaf-mutes  of Trappist monks vowed  to perpetual silence  or of communicating parties that are within seeing  distance of each other but are out of earshot,1
68, Some of these systems are  one-to-one equivalences of the normal system of speech  others  like  military gesture-symbolism or the gesture language of the Plains Indians  of North America (understood by tribes of mutually unintelligible forms  of speech) are imperfect transfers  limiting themselves to the rendering  of such grosser speech elements as are an imperative minimum under  difficult circumstances,1
57, In these latter systems  as in such still more  imperfect symbolisms as those used at sea or in the woods  it may be  contended that language no longer properly plays a part but that the  ideas are directly conveyed by an utterly unrelated symbolic process or  by a quasi-instinctive imitativeness,1
8, Such an interpretation would be  erroneous,1
30, The intelligibility of these vaguer symbolisms can hardly be  due to anything but their automatic and silent translation into the  terms of a fuller flow of speech,1
56,    We shall no doubt conclude that all voluntary communication of ideas   aside from normal speech  is either a transfer  direct or indirect  from  the typical symbolism of language as spoken and heard or  at the least   involves the intermediary of truly linguistic symbolism,1
10, This is a fact  of the highest importance,1
35, Auditory imagery and the correlated motor  imagery leading to articulation are  by whatever devious ways we follow  the process  the historic fountain-head of all speech and of all  thinking,1
9, One other point is of still greater importance,1
60, The ease with  which speech symbolism can be transferred from one sense to another   from technique to technique  itself indicates that the mere sounds of  speech are not the essential fact of language  which lies rather in the  classification  in the formal patterning  and in the relating of  concepts,1
20, Once more  language  as a structure  is on its inner face the  mold of thought,1
25, It is this abstracted language  rather more than the  physical facts of speech  that is to concern us in our inquiry,1
17,    There is no more striking general fact about language than its  universality,1
42, One may argue as to whether a particular tribe engages in  activities that are worthy of the name of religion or of art  but we  know of no people that is not possessed of a fully developed language,1
31,  The lowliest South African Bushman speaks in the forms of a rich  symbolic system that is in essence perfectly comparable to the speech of  the cultivated Frenchman,1
43, It goes without saying that the more abstract  concepts are not nearly so plentifully represented in the language of  the savage  nor is there the rich terminology and the finer definition  of nuances that reflect the higher culture,1
38, Yet the sort of linguistic  development that parallels the historic growth of culture and which  in  its later stages  we associate with literature is  at best  but a  superficial thing,1
54, The fundamental groundwork of language the  development of a clear-cut phonetic system  the specific association of  speech elements with concepts  and the delicate provision for the formal  expression of all manner of relations all this meets us rigidly  perfected and systematized in every language known to us,1
27, Many primitive  languages have a formal richness  a latent luxuriance of expression   that eclipses anything known to the languages of modern civilization,1
21,  Even in the mere matter of the inventory of speech the layman must be  prepared for strange surprises,1
21, Popular statements as to the extreme  poverty of expression to which primitive languages are doomed are simply  myths,1
15, Scarcely less impressive than the universality of speech is its  almost incredible diversity,1
31, Those of us that have studied French or  German  or  better yet  Latin or Greek  know in what varied forms a  thought may run,1
32, The formal divergences between the English plan and the  Latin plan  however  are comparatively slight in the perspective of what  we know of more exotic linguistic patterns,1
14, The universality and the  diversity of speech lead to a significant inference,1
37, We are forced to  believe that language is an immensely ancient heritage of the human  race  whether or not all forms of speech are the historical outgrowth of  a single pristine form,1
34, It is doubtful if any other cultural asset of  man  be it the art of drilling for fire or of chipping stone  may lay  claim to a greater age,1
44, I am inclined to believe that it antedated even  the lowliest developments of material culture  that these developments   in fact  were not strictly possible until language  the tool of  significant expression  had itself taken shape,1
1,},1
51,{ rtf1 ansi ansicpg1252 cocoartf1504 cocoasubrtf830 { fonttbl f0 fmodern fcharset0 Courier } { colortbl  red255 green255 blue255 } { * expandedcolortbl  }  paperw11900 paperh16840 margl1440 margr1440 vieww18700 viewh10740 viewkind0  deftab720  pard pardeftab720 partightenfactor0   f0 fs26  cf0  expnd0 expndtw0 kerning0 LECTURE I,2
10, THE SCIENCE OF LANGUAGE ONE OF THE PHYSICAL SCIENCES,2
37,      When I was asked some time ago to deliver a course of lectures on  Comparative Philology in this Institution  I at once expressed my  readiness to do so,2
64, I had lived long enough in England to know that the  peculiar difficulties arising from my imperfect knowledge of the language  would be more than balanced by the forbearance of an English audience  and  I had such perfect faith in my subject that I thought it might be trusted  even in the hands of a less skilful expositor,2
98, I felt convinced that the  researches into the history of languages and into the nature of human  speech which have been carried on for the last fifty years in England   France  and Germany  deserved a larger share of public sympathy than they  had hitherto received  and it seemed to me  as far as I could judge  that  the discoveries in this newly-opened mine of scientific inquiry were not  inferior  whether in novelty or importance  to the most brilliant  discoveries of our age,2
28,    It was not till I began to write my lectures that I became aware of the  difficulties of the task I had undertaken,2
